row,col,data
24,22668,1.0
24,24784,1.0
25,1457,1.0
25,3548,1.0
25,4126,1.0
25,5966,1.0
25,9620,1.0
25,25255,1.0
26,8599,1.0
26,9243,1.0
26,11001,1.0
26,21365,1.0
26,24374,1.0
27,2408,1.0
27,4517,1.0
27,6239,1.0
27,8145,1.0
27,11220,1.0
27,13845,1.0
27,15234,1.0
27,24109,1.0
28,5989,1.0
28,7687,1.0
28,10185,1.0
28,16362,1.0
28,17629,1.0
28,22730,1.0
28,23634,1.0
29,359,1.0
29,4353,1.0
29,7142,1.0
29,11075,1.0
29,11085,1.0
29,13574,1.0
29,19754,1.0
29,20308,1.0
29,21893,1.0
29,22925,1.0
30,2383,1.0
30,9162,1.0
30,10530,1.0
30,11452,1.0
30,17168,1.0
30,20148,1.0
30,20560,1.0
30,20692,1.0
31,484,1.0
31,13077,1.0
31,20688,1.0
32,3630,1.0
32,12844,1.0
33,51,1.0
33,5783,1.0
33,23046,1.0
33,24075,1.0
34,7839,1.0
34,8539,1.0
34,9752,1.0
35,4674,1.0
35,6619,1.0
35,7115,1.0
36,1011,1.0
36,1242,1.0
36,1770,1.0
36,3700,1.0
36,6266,1.0
36,7991,1.0
36,9555,1.0
36,9992,1.0
36,10594,1.0
36,10834,1.0
36,13891,1.0
36,16577,1.0
36,23154,1.0
36,25631,1.0
37,1987,1.0
37,4361,1.0
37,4947,1.0
37,5327,1.0
37,8822,1.0
37,9410,1.0
37,10919,1.0
37,12438,1.0
37,14978,1.0
37,15315,1.0
37,15507,1.0
37,17990,1.0
37,23779,1.0
38,1113,1.0
38,6639,1.0
38,9591,1.0
38,15034,1.0
38,18344,1.0
38,20582,1.0
38,22645,1.0
39,16361,1.0
39,18330,1.0
40,1240,1.0
40,5803,1.0
40,6215,1.0
40,12602,1.0
40,21161,1.0
40,23382,1.0
40,25675,1.0
41,1124,1.0
41,1467,1.0
41,4209,1.0
41,6752,1.0
41,7238,1.0
41,7646,1.0
41,14106,1.0
41,16685,1.0
41,17527,1.0
41,17958,1.0
41,22181,1.0
41,23757,1.0
42,6691,1.0
42,7150,1.0
42,7392,1.0
42,10129,1.0
42,14158,1.0
42,18341,1.0
42,18984,1.0
42,19780,1.0
42,22801,1.0
42,25013,1.0
43,387,1.0
43,430,1.0
43,434,1.0
43,1359,1.0
43,1422,1.0
43,1706,1.0
43,1820,1.0
43,2481,1.0
43,2641,1.0
43,3218,1.0
43,3323,1.0
43,3610,1.0
43,3776,1.0
43,3804,1.0
43,4322,1.0
43,4401,1.0
43,4520,1.0
43,4743,1.0
43,5276,1.0
43,5569,1.0
43,5993,1.0
43,6012,1.0
43,6330,1.0
43,6888,1.0
43,6950,1.0
43,7143,1.0
43,7351,1.0
43,7802,1.0
43,8733,1.0
43,9273,1.0
43,9368,1.0
43,10148,1.0
43,10751,1.0
43,12439,1.0
43,12469,1.0
43,12806,1.0
43,12809,1.0
43,13007,1.0
43,13566,1.0
43,13898,1.0
43,14022,1.0
43,14278,1.0
43,15026,1.0
43,15351,1.0
43,15447,1.0
43,15582,1.0
43,15787,1.0
43,15938,1.0
43,17082,1.0
43,18387,1.0
43,19117,1.0
43,19597,1.0
43,19609,1.0
43,20477,1.0
43,20525,1.0
43,21670,1.0
43,21984,1.0
43,22365,1.0
43,23110,1.0
43,23367,1.0
43,23584,1.0
43,23813,1.0
43,24019,1.0
43,25056,1.0
43,25928,1.0
44,1632,1.0
44,7663,1.0
44,23975,1.0
45,11900,1.0
45,18653,1.0
45,21381,1.0
45,23577,1.0
46,109,1.0
46,750,1.0
46,811,1.0
46,867,1.0
46,1106,1.0
46,1378,1.0
46,1446,1.0
46,1776,1.0
46,2006,1.0
46,2196,1.0
46,2333,1.0
46,2360,1.0
46,2682,1.0
46,2857,1.0
46,2865,1.0
46,2868,1.0
46,2968,1.0
46,2986,1.0
46,3078,1.0
46,3856,1.0
46,4055,1.0
46,5279,1.0
46,5717,1.0
46,5746,1.0
46,6537,1.0
46,7235,1.0
46,7396,1.0
46,8832,1.0
46,8935,1.0
46,9412,1.0
46,9578,1.0
46,10142,1.0
46,10273,1.0
46,11109,1.0
46,11476,1.0
46,11744,1.0
46,11796,1.0
46,13190,1.0
46,13613,1.0
46,13753,1.0
46,14478,1.0
46,14770,1.0
46,15046,1.0
46,15060,1.0
46,15327,1.0
46,15463,1.0
46,15518,1.0
46,15731,1.0
46,15840,1.0
46,15894,1.0
46,16034,1.0
46,16145,1.0
46,16375,1.0
46,17712,1.0
46,18229,1.0
46,18239,1.0
46,18380,1.0
46,18528,1.0
46,18670,1.0
46,18692,1.0
46,18965,1.0
46,19201,1.0
46,19833,1.0
46,19898,1.0
46,20027,1.0
46,20039,1.0
46,20138,1.0
46,20856,1.0
46,20916,1.0
46,20933,1.0
46,21044,1.0
46,21291,1.0
46,21340,1.0
46,21752,1.0
46,21762,1.0
46,21854,1.0
46,22297,1.0
46,23599,1.0
46,23671,1.0
46,24050,1.0
46,24224,1.0
46,24834,1.0
46,24865,1.0
46,25262,1.0
46,25675,1.0
46,25804,1.0
47,96,1.0
47,304,1.0
47,8475,1.0
47,10449,1.0
47,14442,1.0
47,22313,1.0
47,22951,1.0
48,341,1.0
48,913,1.0
48,1517,1.0
48,1745,1.0
48,2422,1.0
48,2486,1.0
48,2861,1.0
48,3589,1.0
48,3716,1.0
48,4113,1.0
48,4502,1.0
48,6278,1.0
48,7323,1.0
48,7883,1.0
48,8712,1.0
48,11201,1.0
48,11903,1.0
48,12597,1.0
48,13469,1.0
48,13777,1.0
48,14188,1.0
48,14405,1.0
48,21085,1.0
48,22338,1.0
48,23067,1.0
48,23534,1.0
48,24033,1.0
48,24348,1.0
48,25811,1.0
49,8576,1.0
49,14432,1.0
49,16447,1.0
49,17654,1.0
50,15691,1.0
50,16928,1.0
50,20146,1.0
50,23154,1.0
50,24421,1.0
50,25407,1.0
51,334,1.0
51,524,1.0
51,2736,1.0
51,5307,1.0
51,7499,1.0
51,8114,1.0
51,9375,1.0
51,9438,1.0
51,14433,1.0
51,15437,1.0
51,17163,1.0
51,19332,1.0
51,23471,1.0
51,24295,1.0
52,53,1.0
52,6612,1.0
52,17174,1.0
52,21855,1.0
52,22332,1.0
52,24733,1.0
53,7215,1.0
53,11848,1.0
53,13757,1.0
53,16490,1.0
53,19065,1.0
53,20882,1.0
53,22039,1.0
53,25151,1.0
54,4512,1.0
54,10421,1.0
55,120,1.0
55,5664,1.0
56,152,1.0
56,6674,1.0
56,17064,1.0
56,22300,1.0
57,84,1.0
57,1065,1.0
57,1514,1.0
57,3999,1.0
57,4111,1.0
57,8336,1.0
57,8425,1.0
57,8631,1.0
57,16336,1.0
57,17716,1.0
57,19696,1.0
57,20257,1.0
57,20794,1.0
57,21995,1.0
57,22155,1.0
57,23439,1.0
57,23517,1.0
58,11354,1.0
58,21042,1.0
59,3719,1.0
59,11960,1.0
59,12237,1.0
60,644,1.0
60,8077,1.0
60,9135,1.0
60,13450,1.0
60,18986,1.0
60,21784,1.0
61,1710,1.0
61,6018,1.0
61,9352,1.0
61,16519,1.0
61,20161,1.0
61,25330,1.0
61,25550,1.0
62,522,1.0
62,1113,1.0
62,1423,1.0
62,3962,1.0
62,4257,1.0
62,4366,1.0
62,6227,1.0
62,7006,1.0
62,7069,1.0
62,7583,1.0
62,8791,1.0
62,8951,1.0
62,11003,1.0
62,11450,1.0
62,12162,1.0
62,12165,1.0
62,12198,1.0
62,14485,1.0
62,15147,1.0
62,15844,1.0
62,16587,1.0
62,17719,1.0
62,17819,1.0
62,19823,1.0
62,20501,1.0
62,21053,1.0
62,21074,1.0
62,21373,1.0
62,22108,1.0
62,23086,1.0
62,23311,1.0
62,23763,1.0
62,25834,1.0
63,1885,1.0
63,7391,1.0
63,8357,1.0
63,13024,1.0
63,13055,1.0
63,21216,1.0
63,21353,1.0
63,23433,1.0
64,2364,1.0
64,3457,1.0
64,6069,1.0
64,8948,1.0
64,9285,1.0
64,14451,1.0
64,23401,1.0
64,23803,1.0
65,3024,1.0
65,11557,1.0
65,15262,1.0
65,21433,1.0
65,21769,1.0
66,180,1.0
66,1459,1.0
66,6478,1.0
66,6717,1.0
66,10186,1.0
66,15034,1.0
66,16005,1.0
66,17933,1.0
66,23481,1.0
67,14564,1.0
67,20209,1.0
68,919,1.0
68,1714,1.0
68,2302,1.0
68,2868,1.0
68,5581,1.0
68,5693,1.0
68,5873,1.0
68,6599,1.0
68,6784,1.0
68,8920,1.0
68,9900,1.0
68,10450,1.0
68,11236,1.0
68,12158,1.0
68,12341,1.0
68,12835,1.0
68,13541,1.0
68,15459,1.0
68,16103,1.0
68,16236,1.0
68,17724,1.0
68,18528,1.0
68,18872,1.0
68,19312,1.0
68,19819,1.0
68,21854,1.0
68,22144,1.0
68,22646,1.0
68,22653,1.0
68,23536,1.0
68,23836,1.0
69,12363,1.0
69,13706,1.0
70,6446,1.0
70,6557,1.0
71,1449,1.0
71,5261,1.0
71,16131,1.0
72,2041,1.0
72,4966,1.0
72,5052,1.0
72,5965,1.0
72,6265,1.0
72,9438,1.0
72,9591,1.0
72,9629,1.0
72,12801,1.0
72,12890,1.0
72,14385,1.0
72,17705,1.0
72,17975,1.0
72,18872,1.0
72,19346,1.0
72,21799,1.0
72,22262,1.0
72,22511,1.0
72,24712,1.0
72,25491,1.0
73,551,1.0
73,4093,1.0
73,4257,1.0
73,4314,1.0
73,5094,1.0
73,6699,1.0
73,6990,1.0
73,7883,1.0
73,11546,1.0
73,12035,1.0
73,14626,1.0
73,16659,1.0
73,17480,1.0
73,19303,1.0
73,21516,1.0
73,24092,1.0
73,24230,1.0
73,24978,1.0
73,25573,1.0
73,25832,1.0
74,235,1.0
74,1047,1.0
74,1454,1.0
74,3285,1.0
74,3966,1.0
74,6964,1.0
74,7545,1.0
74,7560,1.0
74,7818,1.0
74,8475,1.0
74,8644,1.0
74,9874,1.0
74,10159,1.0
74,11996,1.0
74,13631,1.0
74,13824,1.0
74,14024,1.0
74,15942,1.0
74,16011,1.0
74,16287,1.0
74,16480,1.0
74,16742,1.0
74,16971,1.0
74,17134,1.0
74,19390,1.0
74,19744,1.0
74,21293,1.0
74,22402,1.0
74,24438,1.0
74,24848,1.0
74,25595,1.0
75,476,1.0
75,525,1.0
75,3169,1.0
75,4205,1.0
75,5294,1.0
75,7601,1.0
75,8158,1.0
75,9445,1.0
75,10887,1.0
75,10979,1.0
75,11076,1.0
75,13427,1.0
75,16179,1.0
75,17522,1.0
75,18098,1.0
75,18126,1.0
75,19838,1.0
75,20109,1.0
75,22657,1.0
75,23909,1.0
75,24788,1.0
76,4056,1.0
76,7710,1.0
76,9370,1.0
76,11182,1.0
76,12214,1.0
76,14554,1.0
76,16394,1.0
76,17456,1.0
76,18392,1.0
76,19551,1.0
76,20410,1.0
76,21812,1.0
76,23216,1.0
76,25433,1.0
77,388,1.0
77,660,1.0
77,696,1.0
77,935,1.0
77,2244,1.0
77,2977,1.0
77,2998,1.0
77,3109,1.0
77,3418,1.0
77,4355,1.0
77,4764,1.0
77,4873,1.0
77,4986,1.0
77,4995,1.0
77,5155,1.0
77,5181,1.0
77,5990,1.0
77,6013,1.0
77,6534,1.0
77,7094,1.0
77,7543,1.0
77,7984,1.0
77,8447,1.0
77,8870,1.0
77,9367,1.0
77,9438,1.0
77,9482,1.0
77,10475,1.0
77,10630,1.0
77,10710,1.0
77,11674,1.0
77,11822,1.0
77,11899,1.0
77,11979,1.0
77,13154,1.0
77,13441,1.0
77,14248,1.0
77,14333,1.0
77,14735,1.0
77,14970,1.0
77,15154,1.0
77,15371,1.0
77,15959,1.0
77,16259,1.0
77,16798,1.0
77,16864,1.0
77,17825,1.0
77,18698,1.0
77,19255,1.0
77,21827,1.0
77,23186,1.0
77,23741,1.0
77,23868,1.0
77,24355,1.0
77,24548,1.0
77,24593,1.0
77,25966,1.0
78,5746,1.0
78,10638,1.0
78,18986,1.0
78,20341,1.0
79,13552,1.0
79,23563,1.0
79,24075,1.0
80,5094,1.0
80,10613,1.0
80,14584,1.0
81,811,1.0
81,1075,1.0
81,1458,1.0
81,1757,1.0
81,2247,1.0
81,2468,1.0
81,3338,1.0
81,3659,1.0
81,4587,1.0
81,4850,1.0
81,5137,1.0
81,6064,1.0
81,8560,1.0
81,9284,1.0
81,9438,1.0
81,10099,1.0
81,10665,1.0
81,11567,1.0
81,12560,1.0
81,13220,1.0
81,13610,1.0
81,13855,1.0
81,14139,1.0
81,15886,1.0
81,16420,1.0
81,16623,1.0
81,16837,1.0
81,17100,1.0
81,17471,1.0
81,17496,1.0
81,17966,1.0
81,18785,1.0
81,18811,1.0
81,18947,1.0
81,19206,1.0
81,21689,1.0
81,21793,1.0
81,21981,1.0
81,22465,1.0
81,22821,1.0
81,23110,1.0
81,23257,1.0
81,23609,1.0
81,24916,1.0
81,25163,1.0
81,25675,1.0
82,342,1.0
82,771,1.0
82,1224,1.0
82,3924,1.0
82,3942,1.0
82,4472,1.0
82,6065,1.0
82,13836,1.0
82,13873,1.0
82,15583,1.0
82,16711,1.0
82,16828,1.0
82,17030,1.0
82,18082,1.0
82,19404,1.0
82,19405,1.0
82,20378,1.0
82,23071,1.0
82,23177,1.0
82,25354,1.0
83,2742,1.0
83,5149,1.0
83,12818,1.0
83,15691,1.0
83,25138,1.0
83,25407,1.0
84,2468,1.0
84,3511,1.0
84,4399,1.0
84,5717,1.0
84,8544,1.0
84,9353,1.0
84,11198,1.0
84,11792,1.0
84,12056,1.0
84,12365,1.0
84,13432,1.0
84,14023,1.0
84,15875,1.0
84,18176,1.0
84,20108,1.0
84,20391,1.0
85,2118,1.0
85,25080,1.0
86,4390,1.0
86,18533,1.0
87,194,1.0
87,484,1.0
87,2204,1.0
87,3572,1.0
87,4390,1.0
87,5760,1.0
87,7292,1.0
87,7363,1.0
87,8903,1.0
87,9090,1.0
87,9819,1.0
87,9854,1.0
87,10075,1.0
87,10162,1.0
87,10426,1.0
87,10653,1.0
87,11121,1.0
87,12601,1.0
87,13226,1.0
87,13257,1.0
87,13962,1.0
87,15196,1.0
87,17013,1.0
87,18095,1.0
87,18453,1.0
87,20688,1.0
87,20890,1.0
87,22226,1.0
87,22763,1.0
87,22918,1.0
87,23399,1.0
88,308,1.0
88,1081,1.0
88,1775,1.0
88,2654,1.0
88,2911,1.0
88,3008,1.0
88,3609,1.0
88,5743,1.0
88,5942,1.0
88,6063,1.0
88,6109,1.0
88,6331,1.0
88,6362,1.0
88,7060,1.0
88,7903,1.0
88,8201,1.0
88,10047,1.0
88,10189,1.0
88,10387,1.0
88,10786,1.0
88,10894,1.0
88,12028,1.0
88,12046,1.0
88,12061,1.0
88,13118,1.0
88,15034,1.0
88,15564,1.0
88,16420,1.0
88,16503,1.0
88,16517,1.0
88,17209,1.0
88,17355,1.0
88,17750,1.0
88,17978,1.0
88,18090,1.0
88,18331,1.0
88,19180,1.0
88,21044,1.0
88,21799,1.0
88,22500,1.0
88,23299,1.0
88,24075,1.0
88,25062,1.0
88,25211,1.0
88,25260,1.0
88,25675,1.0
89,7966,1.0
89,10840,1.0
89,22023,1.0
90,275,1.0
90,993,1.0
90,3530,1.0
90,3891,1.0
90,5746,1.0
90,6196,1.0
90,6198,1.0
90,7174,1.0
90,7604,1.0
90,8400,1.0
90,9142,1.0
90,10429,1.0
90,11647,1.0
90,14166,1.0
90,14247,1.0
90,14385,1.0
90,15327,1.0
90,18809,1.0
90,19118,1.0
90,19716,1.0
90,21086,1.0
90,21653,1.0
90,23010,1.0
90,23481,1.0
90,25173,1.0
91,734,1.0
91,3074,1.0
91,6299,1.0
91,13703,1.0
91,15176,1.0
91,17252,1.0
92,753,1.0
92,893,1.0
92,6198,1.0
92,13211,1.0
92,14895,1.0
92,19089,1.0
92,23600,1.0
93,452,1.0
93,547,1.0
93,9350,1.0
93,13439,1.0
93,18029,1.0
93,20422,1.0
93,21257,1.0
93,24075,1.0
94,387,1.0
94,1709,1.0
94,15071,1.0
94,20530,1.0
94,21789,1.0
94,25289,1.0
95,16212,1.0
95,19013,1.0
95,20236,1.0
96,6985,1.0
96,7012,1.0
96,15729,1.0
96,16535,1.0
96,18501,1.0
96,19542,1.0
97,1927,1.0
97,14684,1.0
97,17643,1.0
97,19373,1.0
98,11443,1.0
98,14684,1.0
98,15211,1.0
98,18419,1.0
98,19010,1.0
98,22107,1.0
98,23690,1.0
99,158,1.0
99,2920,1.0
99,3716,1.0
99,4229,1.0
99,7604,1.0
99,9057,1.0
99,11081,1.0
99,12455,1.0
99,13433,1.0
99,15844,1.0
99,17668,1.0
99,19709,1.0
99,20013,1.0
99,20553,1.0
99,21624,1.0
100,2040,1.0
100,6010,1.0
100,6121,1.0
100,9435,1.0
100,10396,1.0
100,10996,1.0
100,14091,1.0
100,19700,1.0
100,21769,1.0
101,661,1.0
101,2086,1.0
101,7837,1.0
101,8990,1.0
101,11202,1.0
101,13930,1.0
101,15121,1.0
101,18620,1.0
101,20294,1.0
102,3054,1.0
102,5329,1.0
102,5654,1.0
102,11864,1.0
103,11731,1.0
103,12742,1.0
103,12983,1.0
103,16675,1.0
103,21975,1.0
104,1894,1.0
104,4502,1.0
104,8430,1.0
104,13433,1.0
104,17313,1.0
104,19976,1.0
104,25801,1.0
105,2064,1.0
105,4241,1.0
105,21773,1.0
106,2529,1.0
106,16503,1.0
106,17841,1.0
106,19943,1.0
107,1057,1.0
107,5227,1.0
107,9591,1.0
107,10057,1.0
107,10802,1.0
107,13517,1.0
108,1382,1.0
108,2235,1.0
108,8586,1.0
108,9090,1.0
108,9152,1.0
108,9665,1.0
108,12410,1.0
108,12421,1.0
108,13430,1.0
108,13944,1.0
108,15532,1.0
108,19611,1.0
108,19714,1.0
108,21114,1.0
108,21596,1.0
108,23411,1.0
108,24262,1.0
109,681,1.0
109,2001,1.0
109,3921,1.0
109,6446,1.0
109,10076,1.0
109,10848,1.0
109,13257,1.0
109,15137,1.0
109,16991,1.0
109,18798,1.0
109,21722,1.0
109,21747,1.0
109,23468,1.0
109,23651,1.0
110,6667,1.0
110,15903,1.0
111,294,1.0
111,3239,1.0
111,3658,1.0
111,6152,1.0
111,8805,1.0
111,15677,1.0
111,17319,1.0
111,17540,1.0
111,18405,1.0
111,18427,1.0
111,19842,1.0
111,22721,1.0
112,3604,1.0
112,10855,1.0
112,13128,1.0
112,17442,1.0
112,23322,1.0
112,24145,1.0
113,4108,1.0
113,12194,1.0
114,1640,1.0
114,2295,1.0
114,5585,1.0
114,7319,1.0
114,13280,1.0
114,22198,1.0
115,1821,1.0
115,2610,1.0
115,3078,1.0
115,3856,1.0
115,8053,1.0
115,9763,1.0
115,12077,1.0
115,16677,1.0
115,25675,1.0
116,2705,1.0
116,3572,1.0
116,3921,1.0
116,4562,1.0
116,7217,1.0
116,10859,1.0
116,13115,1.0
116,13183,1.0
116,14984,1.0
116,20445,1.0
116,21002,1.0
116,21058,1.0
116,21596,1.0
116,24069,1.0
117,5049,1.0
117,20589,1.0
117,24754,1.0
118,1113,1.0
118,3775,1.0
118,6604,1.0
118,11459,1.0
118,11799,1.0
118,21373,1.0
119,486,1.0
119,965,1.0
119,1066,1.0
119,1579,1.0
119,1682,1.0
119,1816,1.0
119,2277,1.0
119,3449,1.0
119,4164,1.0
119,4538,1.0
119,4626,1.0
119,5261,1.0
119,6443,1.0
119,7883,1.0
119,8403,1.0
119,9657,1.0
119,9760,1.0
119,9787,1.0
119,9835,1.0
119,10256,1.0
119,10639,1.0
119,11104,1.0
119,11876,1.0
119,12843,1.0
119,13351,1.0
119,13860,1.0
119,14300,1.0
119,15285,1.0
119,16355,1.0
119,16418,1.0
119,17400,1.0
119,17796,1.0
119,17963,1.0
119,18674,1.0
119,18778,1.0
119,20074,1.0
119,20335,1.0
119,20368,1.0
119,20719,1.0
119,21060,1.0
119,24348,1.0
119,25317,1.0
119,25437,1.0
119,25701,1.0
120,3895,1.0
120,10396,1.0
120,25868,1.0
121,894,1.0
121,10363,1.0
121,10388,1.0
121,13701,1.0
121,15074,1.0
121,15583,1.0
121,17047,1.0
121,18889,1.0
121,19712,1.0
121,19935,1.0
121,22442,1.0
122,1497,1.0
122,7829,1.0
122,12025,1.0
122,12347,1.0
122,18189,1.0
122,19055,1.0
122,21304,1.0
123,3497,1.0
123,3653,1.0
123,3744,1.0
123,5469,1.0
123,8840,1.0
123,18574,1.0
123,25138,1.0
124,2753,1.0
124,5277,1.0
124,6088,1.0
124,6751,1.0
124,10184,1.0
124,11863,1.0
124,13009,1.0
124,15459,1.0
124,19201,1.0
124,22003,1.0
124,25028,1.0
125,313,1.0
125,1671,1.0
125,8637,1.0
125,9184,1.0
125,9690,1.0
125,14833,1.0
125,14903,1.0
125,20308,1.0
125,21886,1.0
125,21906,1.0
125,22627,1.0
125,22674,1.0
125,24059,1.0
125,24722,1.0
126,224,1.0
126,1974,1.0
126,3594,1.0
126,12641,1.0
126,24151,1.0
127,4505,1.0
127,15272,1.0
127,25256,1.0
128,180,1.0
128,451,1.0
128,773,1.0
128,4497,1.0
128,4927,1.0
128,5942,1.0
128,8267,1.0
128,9186,1.0
128,9591,1.0
128,10135,1.0
128,12061,1.0
128,16083,1.0
128,16552,1.0
128,17471,1.0
128,18122,1.0
128,18586,1.0
128,20079,1.0
128,23666,1.0
128,24075,1.0
129,12302,1.0
129,12810,1.0
129,15279,1.0
129,17639,1.0
130,6,1.0
130,1912,1.0
130,2219,1.0
130,5650,1.0
130,8440,1.0
130,13118,1.0
130,15664,1.0
130,16787,1.0
130,17323,1.0
130,17915,1.0
130,19007,1.0
130,21617,1.0
131,1134,1.0
131,1560,1.0
131,4889,1.0
131,9191,1.0
132,303,1.0
132,12843,1.0
132,24794,1.0
133,7061,1.0
133,7989,1.0
133,8212,1.0
133,8271,1.0
133,9115,1.0
133,10304,1.0
133,10652,1.0
133,13382,1.0
133,16671,1.0
133,19532,1.0
133,23267,1.0
133,23687,1.0
133,25632,1.0
134,681,1.0
134,12943,1.0
134,17087,1.0
134,24567,1.0
135,5787,1.0
135,8576,1.0
135,12585,1.0
135,14432,1.0
135,17654,1.0
135,18549,1.0
135,25253,1.0
136,17313,1.0
136,19060,1.0
137,1702,1.0
137,9063,1.0
137,9500,1.0
137,17908,1.0
137,24333,1.0
137,25034,1.0
138,20928,1.0
138,21938,1.0
139,32,1.0
139,195,1.0
139,237,1.0
139,436,1.0
139,681,1.0
139,898,1.0
139,984,1.0
139,996,1.0
139,1136,1.0
139,1242,1.0
139,1305,1.0
139,1569,1.0
139,1807,1.0
139,1911,1.0
139,2227,1.0
139,2236,1.0
139,2386,1.0
139,2492,1.0
139,2995,1.0
139,3253,1.0
139,3299,1.0
139,3355,1.0
139,3428,1.0
139,3432,1.0
139,3479,1.0
139,3486,1.0
139,3497,1.0
139,3570,1.0
139,3583,1.0
139,3656,1.0
139,3664,1.0
139,3669,1.0
139,3811,1.0
139,3812,1.0
139,3867,1.0
139,3921,1.0
139,4094,1.0
139,4130,1.0
139,4310,1.0
139,4432,1.0
139,4651,1.0
139,4774,1.0
139,4909,1.0
139,5605,1.0
139,5704,1.0
139,5760,1.0
139,5763,1.0
139,5895,1.0
139,6018,1.0
139,6076,1.0
139,6120,1.0
139,6164,1.0
139,6319,1.0
139,6383,1.0
139,6446,1.0
139,6574,1.0
139,6765,1.0
139,6868,1.0
139,6878,1.0
139,6904,1.0
139,6997,1.0
139,7011,1.0
139,7086,1.0
139,7095,1.0
139,7115,1.0
139,7193,1.0
139,7363,1.0
139,7447,1.0
